,Review,ratings
5197,Fair enough good.. But ll be helpful if we can get a week free chat with doctors. As we can clear doubts regarding medicines By 3 days we don't get to know the effects of them. Except this rest r sooper good 👌👌,Rated 5 stars out of five stars
5198,Doctor Shanmukh is very kind n treats patients very well making them comfortable. Very accommodative Excellent treatment Easily approachable Hears patiently to all our issues n suggests proper medication 🙏🙏🙏,Rated 5 stars out of five stars
5199,There is option for consultation on video call which proved to be amazing during these times of corona.,Rated 5 stars out of five stars
5200,A good service by practo app you can consult to your doctors very easily,Rated 4 stars out of five stars
5201,Worst app. Waste of money. No one is responding.dont install it. Dont use it. I paid money but i didnot get any response.,Rated 1 stars out of five stars
5202,App is user friendly and offers better discounts,Rated 5 stars out of five stars
5203,very helpful in finding best doctors of a particular department.,Rated 5 stars out of five stars
5204,"it's waste of time to order medicines from your platform, if you can't even deliver within 2hrs, why even provide services to delivery medicines.it was worst experience at crucial time",Rated 1 stars out of five stars
5205,"I think you should provide doctors who has time & patience to understand the problem and give satisfactory response since we are not asking for free consultancy. I don't think you pay the doctors their consultancy fees and keep all the amount paid by us to urself. Doctors are nither interested in listening to problem completely nor they are interested in giving proper reply, they seems to be in so much hurry.",Rated 1 stars out of five stars
5206,Best Doctors and physicians are available here. I always visit this app before visiting any clinic.,Rated 5 stars out of five stars
5207,Past a week reminder is not working at all. Please see to it & fix it ASAP and I'll give 5 star,Rated 1 stars out of five stars
5208,"Don't book appointments from here, you have to pay everytime in a week, though face to face valid for a week by paying once",Rated 1 stars out of five stars
5209,Practo ia good app with basic all of the services offered.,Rated 5 stars out of five stars
5210,"Very bad experience, first doctor was not at all interested in listening to me and did not prescribe any medicine , finally had to visit hospital. 2nd consult doctor never came online or replied to chat and after 2 hrs of appointment time had to ask for refund. Medibuddy is still doing much better with docsapp",Rated 1 stars out of five stars
5211,Looks like a scam.. Doctors are paid but no consultation is received from them. They don't respond to chats and they don't respond to call requests... Worst experience being on the app and they don't even offer 24 hrs customer support.. Strongly not recommended to anyone as they just play with your anxiety even in this hard time of the pandemic.. I am writing this review after getting no help at all from practo and they just wasted time of a Corona patient. Healt ministry action!!,Rated 1 stars out of five stars
5212,Without notiffy they cancelled multiple times my medicine. Event its essential medicine but their support is pathetic. After cancellation if you re-order even they will cancel,Rated 1 stars out of five stars
5213,Dr. Rajneesh Galwa is supported by Practo. A man who tied a dog to his car and dragged it on the road behind him. He then used influence to not let the police file an FIR against him. This is the opposite of what doctors should stand for. Shame that Practo supports this.,Rated 1 stars out of five stars
5214,Super convenient for selection and booking,Rated 5 stars out of five stars
5215,"Great app and services at best, affordable prices.",Rated 5 stars out of five stars
5216,"Very prompt service. Doctor examined carefully, explained well the problem. Sent prescription promptly.",Rated 5 stars out of five stars
5217,booking is difficult as it comes as unsuccessful many times during booking appointments,Rated 2 stars out of five stars
5218,is it some kind of fraud as i paid fee and asked a question but even after 30 min no doctor has reverted me even when it shows doctor active.,Rated 1 stars out of five stars
5219,you should give a simple way of how one can delete account from the website/app and it should be working as I tried from the website but it didn't,Rated 1 stars out of five stars
5220,easy to find right doctors and reqch for help.,Rated 5 stars out of five stars
5221,Always Medicines Unavailable Since last 15 days trying to get similac advance 3 but it's always unavailable showing .,Rated 1 stars out of five stars
5222,Practo is not allowing to submit report to the doctor and customer care is not available. People who chat they just passing time without helping me.,Rated 1 stars out of five stars
5223,Good app and suggested to install for all of them who need doctors.we can experiend doctors in this app.,Rated 5 stars out of five stars
5224,"Worst experience ever! Practo customer care people are half knowledged about the apps they book about their timings and availability. They dont even know if any doctor is pediatric or not, wasted 4 hours of our time when we went with our daughter and found out the doctor doesnt even check kids. We had our doubts and did double check with the executive over the phone and we were assured that the doctor is pediatric. Please DO NOT lead patients and their families like this to waste their time!",Rated 1 stars out of five stars
5225,A round of claps for such an amazing app very much useful.,Rated 5 stars out of five stars
5226,"Really good app, the consultation to ordering experience has been superb",Rated 5 stars out of five stars
5227,Worst app n worst doctor as per my experience... Specially that simple kothari... It's already 45 min i did not get my prescription... So clumsy people don't bother to respond.,Rated 1 stars out of five stars
5228,I think this app will work for big cities waste app for small cities,Rated 1 stars out of five stars
5229,Don't book online consultantacy through this app. I hv very bad experience. Amount deducted but dr not responded. I wait two day and customer service said no booking for doctor. I don't want to change my review because I was paid fee in advance with hope that doctor will consult online. I wait two days and due to your negligence my I have to face severe illness. I regret to say that you don't keep track with doctor for his unavailability whereas i was paid in advance. Very bad.,Rated 1 stars out of five stars
5230,excellent app for people looking for the best doctors in your location...,Rated 5 stars out of five stars
5231,Should allow to search with Doctor's name and disease name.,Rated 2 stars out of five stars
5232,Easy to use and extremely good service,Rated 5 stars out of five stars
5233,Not able to pick up Video call otherwise good app.,Rated 4 stars out of five stars
5234,Chat with the doctor is a pathetic feature. You have to pay just for sharing the problem and a few follow up questions with no attempt to suggest any solution.,Rated 1 stars out of five stars
5235,Why there is no search option in it? Its so frustrating to find any specific doctor or disease condition.,Rated 1 stars out of five stars
5236,Very good app for consulting doctor very nice inter face an good things so much,Rated 5 stars out of five stars
5237,"Good app, easy to handle and understand.thanks a lot. May god bless.",Rated 5 stars out of five stars
5238,"There is too much connectivity issue I booked the appointment for my family member give there name and phone number, still I got the call from doctor Such a pathetic experience",Rated 1 stars out of five stars
5239,there was a video call disconnected during call,Rated 4 stars out of five stars
5240,"The best place to go for any dental procedure with an experienced dentist like Dr.Ganesh Shetty,friendly staff,stringent covid precautions and good ambience . Visiting the dentist need not be a scary experience anymore!",Rated 5 stars out of five stars
5241,Good app to book appointments and have various doctors.,Rated 4 stars out of five stars
5242,Its easy to locate docotors near by. Its really helped to find a docotor in a new citiy.,Rated 5 stars out of five stars
5243,The doctor could not be contacted as the clinic was closed today! Practo has listed a wrong phone number for the clinic too. Why give appointment and charge fees when clinic is not even open???????? I had taken a very sick patient with me. This is criminal negligence playing with the lives of patients. Practo has become as unreliable as UBER. Its only about making money and having zero accountability.,Rated 1 stars out of five stars
5244,Fake app.I had appointment at 2 pm online ci sulation.Nobidy has turned up.Has taken my money via online payment but no one is answering the call,Rated 1 stars out of five stars
5245,"WORST APP EVER!!! 147 RS. OF MINE WENT IN VAIN. IT NEVERR CONNECTED TO ANY DOCTOR! MY SCREEN WENT BLANK AS SOON AS I DID THE PAYMENT!!! DON'T INSTALL, REPORT! FRAUD FRAUD FRAUD APP!!!!!!",Rated 1 stars out of five stars
5246,"I just want to inform all the people that if you have more money and dont know what to do then go with this, because for every single consultancy you need to pay money and they will not care even its cured or not also, i consulted for one eye problem due to this lockdown but it got increased after using prescribed medicine and when i want to consult again with in the time they given it says consultancy closed and pay again for consultancy and the chat with doctor also only 5mins. Be Careful",Rated 1 stars out of five stars
5247,Not user friendly... Unable to add relations to member who doesn't have mobile number...,Rated 1 stars out of five stars
5248,"When there is no option to give rating for the treated doctor, how he has 100% rating?? Doctors has good rating has no practical experience, we undergone a surgery, but the issue not resolved. Has to see another specialist out of this app.",Rated 1 stars out of five stars
5249,Feedback not published even after multiple reminder...looks like feedback system is not transparent and they take money from doctors to not publish their negative feedback,Rated 1 stars out of five stars
5250,Locality serching is very poor also dr. By name or hospital serching is not proper aand many problems its just for suggest doctor and appoiment app,Rated 1 stars out of five stars
5251,Useless Can't proceed further. Trying so many gynecologist in my Kalyan City but no one is picking up the phone and said it's a wrong number after dialing concern extension number Please do needful Thanks,Rated 1 stars out of five stars
5252,Great app for consultation and getting any treatment.,Rated 5 stars out of five stars
5253,Asking for payment for online consultation when am already a plus member. Forcing user to rate the doctor by disabling back button!,Rated 1 stars out of five stars
5254,easy to find best doctors and get appointments!,Rated 5 stars out of five stars
5255,this app allows you to order medicines at an amazingly cheap rate This app is best for diseased people...I LOVE IT,Rated 5 stars out of five stars
5256,"nice app, best part of the app is online consulting, which other app is copying now.",Rated 5 stars out of five stars
5257,very best app but costly,Rated 5 stars out of five stars
5258,"Very bad customer service response, never get response on time.",Rated 1 stars out of five stars
5259,Filters doent work at all. Search engine Is not properly coded,Rated 1 stars out of five stars
5260,Very good app. Available Doctors are very knowledgeable and polite,Rated 5 stars out of five stars
5261,"Awesome experience and anytime anywhere instent soultion ,better solution than hospital or physical visit with Doctors ....really thank u Practo to save us and keep us healthy .....t",Rated 5 stars out of five stars
5262,Your unskippable ads on YouTube are really annoying.,Rated 1 stars out of five stars
5263,It's excellent experience. I am satisfied with the treatment provided by the doctors of dentland.,Rated 4 stars out of five stars
5264,Practo has always been my go to app whenever I have found myself in doubts regarding any medical treatment,Rated 5 stars out of five stars
5265,It was showing 1000 consultancy fee at site...I booked appointment and visited hospital. They charged 1200/-....I think 200 was comission for Practo.,Rated 1 stars out of five stars
5266,"Very poor response of Doctors if you have any emergency, atleast some persons should have in alternate to attend the patient or call.",Rated 5 stars out of five stars
5267,"Poor experience, Order gets cancelled by them...",Rated 1 stars out of five stars
5268,perfect app for doctors and patient interaction,Rated 5 stars out of five stars
5269,he is just very patient and gives excellent suggestions,Rated 5 stars out of five stars
5270,This app is great... This is the real power of digital revolution.,Rated 5 stars out of five stars
5271,"excellent, we can get mostly all medicines at reasonable rates.",Rated 5 stars out of five stars
5272,"Never book a lab test in practo,they will be rescheduling the test without any intimation to the customers, this has happened to me two times with in a span of three days , technician won't be aware that he has to collect the sample, customer care will respond once in half an hour . very terrific experience",Rated 1 stars out of five stars
5273,Could have given zero if possible. Waste of time and efforts. Their doctors never respond,Rated 1 stars out of five stars
5274,Payment failed twice for practo plaus payment. Such a worst service. I REGRET GIVING ONE STAR. I WISH I COULD GIVE ZERO. 👎👎👎👎 #PATHETIC EXPERIENCE.,Rated 1 stars out of five stars
5275,"It makes taking appointment too easy amd comfortable, Really love this app 🙏",Rated 5 stars out of five stars
5276,Superb app and experienced doctor here,Rated 5 stars out of five stars
5277,very useful and has extensive data base,Rated 5 stars out of five stars
5278,Very useful app and easy to operate.,Rated 5 stars out of five stars
5279,"Though the platfom is good technically, the call centre guys are so arrogant and impolite.",Rated 1 stars out of five stars
5280,Felt bad.Was waiting for the doctor beyond the appointment time but the call was cut sharp by the time the appointment ended causing us to have only a 5 min talk.We weren't able to convey the msg properly.We couldnt even call Practo when we needed help & were waiting for the doctor,Rated 1 stars out of five stars
5281,Guys please don't order medicine from Practo. Practo cancels order due to out of stock everytime I order medicine! Why you kept it in stock and available for order at first place. Or are any other internal reason? Why don't you close your online delivery option? When you can't get medicine delivered.,Rated 1 stars out of five stars
5282,"improve video call capability, atleast allow the person to wait in video call conference and let the doctor join once running consultation is over, very bad design. get it corrected pls, so patient need not keep sending messages or try calling",Rated 5 stars out of five stars
5283,"Doctor I visited was good in logical explanation, suggested natural way oh healing as well medicines prescribed",Rated 5 stars out of five stars
5284,Appreciate the follow up & user friendly module.,Rated 5 stars out of five stars
5285,great and experienced doctors. Very useful app in pandemic,Rated 5 stars out of five stars
5286,"Ordering Medicine on Practo is waste of time..medicines are not available, prescription issue, refunds are delayed.. First time buyer but pathetic experience not going to return back.",Rated 1 stars out of five stars
5287,Worst app. Took fee but not answered any queries. And also does not provide refund.,Rated 1 stars out of five stars
5288,the app is very sluggish always on all the phones while on 4g data,Rated 1 stars out of five stars
5289,What more to say about a health app.it has saved us many times frm utmost suffering nd d patient reviews are d best part. A Big sincere thank you,Rated 5 stars out of five stars
5290,They dont give bills and can ask for 48 hours just to send bill. Seriously !!,Rated 1 stars out of five stars
5291,"Some docs are just wasting time, never answer any queries, just prescribe medicines.",Rated 1 stars out of five stars
5292,Best applications for medicine online bookings supportive customer care and instant delivery,Rated 5 stars out of five stars
5293,Worst app ever.... No response at all... Delivery is delayed... No basic knowledge... Stupid app..,Rated 1 stars out of five stars
5294,Doctor is good and explained the treatment very briefly.,Rated 5 stars out of five stars
5295,"Booked for lab test , appointment was scheduled for 8:30AM but sample got collected at 2:30 PM (This was a on fast blood test) pethatic thing is when trying to reach customer support i came to know there team is only for dr appointment related query they don't entertain lab related things. After too much Hassel my report didn't got delivered even after a day... Dr admitted me and where my samples were re collected as previous reports are not delivered to me. I need my money back from practo which they have taken for blood test but delayed services like unprofessional.",Rated 1 stars out of five stars
5296,Very easy to find doctors and to book appointment,Rated 5 stars out of five stars
5297,It's worst app. Don't use this app. It's a Fake. They will charge you for paid consultation but there doctors doesn't reply. When you ask for refund then they will give excuses. I would like to give negative star.,Rated 1 stars out of five stars
5298,I made payment online but doctor not responded even. SUCH A USELESS WASTE APP. DONT DONWLOAD. ITS FRAUD. PURE BIG AND SUCH A CORRUPT ORGANIZATION.,Rated 1 stars out of five stars
5299,Worst app ever please dont trust them the take payment and the doctor cancels the consultation and your payment is also not refunded back,Rated 1 stars out of five stars
5300,Cancelled the medicine order two times frequently bcoz of un availability of stock. Then why should it's listed. Non sense.,Rated 1 stars out of five stars
5301,Stop your ads on YouTube. You are negatively impacting the customer. I'm never gonna download your app for doctor appointments. Ever.,Rated 1 stars out of five stars
5302,Its irritating and frod app. We pay for consultation and doctor do not response for it.,Rated 1 stars out of five stars
5303,Very rude doctors. Take very long in replying and get furious when you call them after paying consultation fees. Don't waste your time and money.,Rated 1 stars out of five stars
5304,"I like the app very much, only one complaint , I gave a negative but genuine review about a doctor, which was never published.",Rated 4 stars out of five stars
5305,"Hopeless services and nasty customer services who are least bothered to attend the requirements of of patients. All false promises and false claims. Shame on such shabby customer support who can only read out the information displayed. Will never ever ever recommend to anyone. There is nothing less than 1 star. Hence, forcibly giving 1 star.",Rated 1 stars out of five stars
5306,By this app the doctor is increase his/her fees.. And now a days doctor is given the appointment but before this app appointment is not mandatory.,Rated 1 stars out of five stars
5307,very handy application and very much usefull for human being.Specialy people living in outer and vilaage area.Doctor facility at their door step for consultation,Rated 5 stars out of five stars
5308,"It better to meet the respective doctor personally to get proper medication. No proper analysis, in experience doctors.",Rated 2 stars out of five stars
5309,I still didn't understood how to book an appointment for a specific doctor using search option.,Rated 1 stars out of five stars
5310,Great application and easy user interface,Rated 4 stars out of five stars
5311,It is not usefull for middle class people all doctors are not available for emergency and the consultation fee also high,Rated 2 stars out of five stars
5312,"Great App and Services, Features available.",Rated 5 stars out of five stars
5313,uploading documents take too much time. irritating,Rated 3 stars out of five stars
5314,"wonderful, quick response. reasonable medication. No unnecessary tests prescribed",Rated 5 stars out of five stars
5315,"Not user friendly, I don't see links to consult with the doctor after successfully booking the appointment.",Rated 1 stars out of five stars
5316,"Good, But the feedback option should be given after treatment period , not soon after consultation .",Rated 4 stars out of five stars
5317,Useless App. Slows down my phone. Uses data unnecessarily.,Rated 1 stars out of five stars
5318,"explained the line of treatment very well, hoping to recover as expected.",Rated 5 stars out of five stars
5319,It was great.. Neelkrishna explained the process very well and he was well mannered.,Rated 5 stars out of five stars
5320,"nothing to say,it's not only fine but also well equipped&arrangement.",Rated 5 stars out of five stars
5321,"Excellent support, but need more service for Guwahati...",Rated 5 stars out of five stars
5322,Very nice patient care!! Very caring diagnostic treatment. I like very much doctors smart service,Rated 5 stars out of five stars
5323,#Practo - Worst service provider. They are playing with peoples health. In spite of being a health service consultancy they are so insensitive and careless about their work. We booked the slot 12hrs before still were not able to contact the doc.,Rated 1 stars out of five stars
5324,"not able to download, stuck at 68 % each time",Rated 1 stars out of five stars
5325,Quick to get an appointment and hassle free.,Rated 5 stars out of five stars
5326,"superb app, doctor in phone, almost unbelievable magical to consult top doctors.",Rated 5 stars out of five stars
5327,nice app and really knowledgeable doctors available round the clock,Rated 5 stars out of five stars
5328,"You will fall pray. अगर होशियार नहीं हो तो शिकार बन जाओगे, They first assign you a doctor in 350 Rs, and when you start taking your medicines then they will 5 times more money what you had given. For followup. And you will pay because you are taking medicines and you cant stop abruptly.",Rated 2 stars out of five stars
5329,Wrost app. Please don't download it. When yo pay no one will reply. Wrost app,Rated 1 stars out of five stars
5330,It is really helpful and truly professional app.Thank practo and The Dr.,Rated 5 stars out of five stars
5331,"Great platform, especially during this pandemic times...",Rated 4 stars out of five stars
5332,Worst app. Just money minded app. Taking full advantage of current covid situation. Shows they are here only to make money and don't care for anyone's suffering. Stay away from this app.,Rated 1 stars out of five stars
5333,Doctor is very courteous towards patients and he attends promptly.,Rated 5 stars out of five stars
5334,Practo plus Chat with doctor never works after monthly payment. Waste of time working with helpdesk since 1 week no fixes.,Rated 1 stars out of five stars
5335,"Unable to download the prescription after the latest update, there is no option to save the prescription. Please fix it.",Rated 3 stars out of five stars
5336,Booked pediatrician consultation and automatically cancelled due to Doctor's unavailability... if Doctors are not available why you people put their status as available and refund is initiated stating that i may receive my money in 5 to 7 days... i suggest people to lookout for nearby Clinics instead using practo,Rated 1 stars out of five stars
5337,Experience is ok Pros - Quick consultation - Online low priced Cons - Same doctor is not available again,Rated 3 stars out of five stars
5338,Lot of technical issues during chat with doctors. Then it forces us to rate the dictors after online consultation..,Rated 2 stars out of five stars
5339,Really Good App.. Prompt response from doctors.. Much needed App in these times..,Rated 5 stars out of five stars
5340,"Without any explanation a simple order with prescription is cancelled & message recd. ""Your order is cancelled"". Will discourage everone, never to deal with Practo. This not for the first time. Previously supplied medicine.",Rated 1 stars out of five stars
5341,Very easy and important app for dr appointment and treatment,Rated 5 stars out of five stars
5342,best app for consultation in easy and quick way.........:),Rated 5 stars out of five stars
5343,amazing app for doctor consultation.... everything is perfect here.. I really liked it..,Rated 5 stars out of five stars
5344,We have consulted Dr.Shiny for my mother's sinusitis. She has been very patient in listening to my mother's problems. Explained everything in detail and prescribed minimal medication. The doctor has answered all our queries and responded very promptly even after the consultation is over. Appreciate her kindness and empathy towards patients,Rated 5 stars out of five stars
5345,I am not able to search for a diagnostic test. The app ia not user friendly,Rated 3 stars out of five stars
5346,Once i consultated with a paid doctor . After 4 or 5 days i tried a lot to contact with doctor again but didn't get any responce from doctor . I got some repots which i have to show and have to take the advice .,Rated 1 stars out of five stars
5347,There should be option to place multiple orders. App is the best,Rated 4 stars out of five stars
5348,Front desk staff is very rude . Dr. Dogra is very nice and others are...? Give good training to your front desk staff and teach them how to behave with each client..,Rated 1 stars out of five stars
5349,worst app....Too much delay in deliverying order...i wish i could give 0 star,Rated 1 stars out of five stars
5350,"Very efficient doctor, good attention and modern treatment",Rated 5 stars out of five stars
5351,I booked an appointment for a dentist. The doctor said he is not available for the time of the appointment. So when I canceled practo charged 50 rupees for cancelation. Strange. I m never gonna book from practo again,Rated 1 stars out of five stars
5352,"Disaster and fraud application - took all the payments in advance before the sevice and never provided the service on time I have been waiting since more than 1 hour for one of my paid appointment and there is no response from Doctor and Practo customer care is not even sharing any number to talk to All they have told is Doctor will respond soon Disaster, unprofessional,pathetic",Rated 1 stars out of five stars
5353,app is repeatedly crashing during video appointments,Rated 2 stars out of five stars
5354,"I have bitter experience, don't want to renew, so don't renew at all.",Rated 1 stars out of five stars
5355,If you don't allow negative feedback and only publish positive feedback for doctors then how will people know the reality. What is the use of your review feature? And i don't think i have questioned the doctor's ability. I mentioned that he was not interested. I don't how that contradicts your guidelines.,Rated 1 stars out of five stars
5356,"Amazing, I am satisfied with the app, and all its services.",Rated 4 stars out of five stars
5357,"Panthatic service by practo customer service team and doctors. If you place appointment for video consultation then doctor call you and say ""today I'm busy and not possible to consult so try tomorrow"". 😡😡. Practo don't give you discount on first appointment, if you place your first appointment then atomatically error happen and your first chance of getting discount get vanished. They using these strategy. I will strongly not recommend these applications. Instead go offline in hospital.😡",Rated 1 stars out of five stars
5358,Terrible doctor consultation. Provided aggressive treatment which led to swollen up skin and further deteriorating my conditions,Rated 1 stars out of five stars
5359,Bad experience overall. Fake doctors. Very delayed and invaluable responses. Paid service and doctor responding every time after 3-4 hours delay. Doubt if we are talking to a qualified doctor? Wastage of our money. Doubt how it is rated 4.5 stars.,Rated 1 stars out of five stars
5360,Very nice app. Really worth to connect with it. Thanks,Rated 5 stars out of five stars
5361,Timely consultation available at odd hours also. Gratefull to Dr. Pratibha Reddy peadiatrician for being avaible and provide consultation when it was difficult to access doctor,Rated 5 stars out of five stars
5362,Worst Service. 1. No Customer Care Support on call. 2. Medicine are out of stock still you can add it which may further get cancelled and waste your time. 3. Orders are being cancelled because of invalid prescription according to practo but they will never tell you what a valid prescription look like. 4. No good response from Customer care Support,Rated 1 stars out of five stars
5363,You guys are really in a sorry state of affairs. Can't even handle a single appointment. You guys are only good in looting money from clients and don't stand for your services. I had a cashless appointment booked but the doctor's clinic refused to entertain it as they said they broke all ties with Practo (clever clinic). And I had to pay for it even though I had paid you guys for the cashless. And now its been almost 2 weeks and you guys are not resolving this and procrastinating it everyday,Rated 1 stars out of five stars
5364,App keeps crashing even after taking plus subscription,Rated 1 stars out of five stars
5365,Doctor answered all queries with patience.good diagnosis. Thank you.,Rated 5 stars out of five stars
5366,Waste of money. Doctor do not respond. Just have to wait all the time. Poor service. I will never recommend to anyone. Government websites are free and much batter then practo.,Rated 1 stars out of five stars
5367,"The app has issue in uploading prescription even if the prescription is generated through practo app. Due to unavailibility the app suggests for alternate medicine against the one mentioned in the prescription and later that medicine is not delivered because it is not mentioned by the doctor in the prescription. All events such as consulting doctor, generated prescription , suggesting alternate medicine, ordering the medicine was done through this app. Yet it fails to give a better experience.",Rated 2 stars out of five stars
5368,"Practo is Not trustable, biased towards doctors, wont let us post proper feedbacks also. Will blur the feedbacks against doctors.",Rated 1 stars out of five stars
5369,Its been quiet helpful for my son... Managing his emotional front and taking things cool 😎,Rated 4 stars out of five stars
5370,Worst App..i booked lab test waited til 12 pm empty stomach... neither practo nor the the lab technician available...looted my money and customer service is not reachable..big fraud app,Rated 1 stars out of five stars
5371,"excellent, superb service. whole world at your fingertips.",Rated 5 stars out of five stars
5372,app is not opening. just showing some faltu error,Rated 1 stars out of five stars
5373,"Dr Kunal Jadhav is a knowledgeable Doctor. He diagnosed well n medicine worked for me. We took consultation for a month but this app is not showing it. When we want to chat with Dr again it is asking for consultation fees of rs ,510. Otherwise everything think is ok. Thank u",Rated 5 stars out of five stars
5374,Hopeless customer support. Toll free number never works Chat people will not reply And you will never get any solution for your issues,Rated 1 stars out of five stars
5375,Very clean hygienic place. Young doctors are very professional and well versed in their skills. Dr. Anjana attended to me both visits. Satisfying experience both times. Thanks Venu Upadhyay,Rated 5 stars out of five stars
5376,"They give doctor only they have online, but you r priority is not there practo give you a doctor but doctor is busy. Nd they not refunded your money also.dont waste your money on this app.",Rated 1 stars out of five stars
5377,very pathetic service I ordered a medicine and pay online but 2 times it has been cancelled or hold my order my refund is not intiated yet what the hell is this you frauds,Rated 1 stars out of five stars
5378,Best app for find out best doctors. Easy to access .,Rated 5 stars out of five stars
5379,Worst experience...they don't even have customer care number so that we can contact to them for any serious issues,Rated 1 stars out of five stars
5380,Nice app but the doctor does not attends at the appointment time taken on app but as per arrival at clinic.,Rated 4 stars out of five stars
5381,"Worst experience ever,i have paid maney in the early morning 4.30 because of my baby having high fever i got response i the morning 10.30",Rated 1 stars out of five stars
5382,"Never order medicines form procto. They will keep you hold for 3,4 days and they will call you multiple times for different concerns and if you dont pick single call. They directly cancel your order. And after a week, you will get nothing. Practo will ask you to re order the medicenes and go through same pain again.",Rated 1 stars out of five stars
5383,The doctors never respond after taking one time fee.. we keep on pinging chat still no response,Rated 1 stars out of five stars
5384,They did have customer care talk option.so can't present what issue you have faced. in covid case doctor can have readily available prescription for everyone same. increase doctor talk time atleast 5 times.,Rated 2 stars out of five stars
5385,"don't try this if the medicine is urgent. its not like any food delivery app, will take long time to deliver. i think the given address is not sharing with delivery boy, they will keep on call you to locate the address.",Rated 1 stars out of five stars
5386,this app is very dangerous for the health purpose no one care any practo team for patients health,Rated 1 stars out of five stars
5387,Very bad experience don't download that app in that app Murugesh avsthi pediatrician iPaid full money is not picking my phone and video chat don't download that app very bad experience I lost my 600Rs,Rated 1 stars out of five stars
5388,this app couldn't find doctor's in and around my location (kothagudem)though they are.,Rated 2 stars out of five stars
5389,unserviceable and medicine search is not user friendly,Rated 1 stars out of five stars
5390,The app interface and work flow is complicated,Rated 3 stars out of five stars
5391,best app which helps finding out the best doctor near by and helps in others too.,Rated 4 stars out of five stars
5392,First they cut payment and send confirmation messege ...after that thet sent the messege appointment cancelled and kept my money with them...... I felt cheated ....and helpless ....its worst feeling that ur unable to help your baby ..dont pay them,Rated 1 stars out of five stars
5393,Good app for every one who don't know which doctor is nearby with experience,Rated 5 stars out of five stars
5394,unable to search and book doctor nearby. I use browser instead.,Rated 1 stars out of five stars
5395,"Pathetic experience. They book the consultation, take money, will tell you loads of tests and never respond. All your money, time and energy goes down the drain. I would never recommends it to anyone. Absolute scam.",Rated 1 stars out of five stars
5396,How a online application not working from out side of India. Just unbelievable.,Rated 1 stars out of five stars
5397,very very useful app to everyone for medical help by online,Rated 5 stars out of five stars
5398,Make sure in this app ..I can see that how many patients have visited yet to a particular doctor.. so that Can understand that who is more popular high rated.. I will give this app 5 star if this update comes . Thanks so much.,Rated 3 stars out of five stars
5399,Your Doctor aren't good and when I initiated a chat Manjunath wasn't able to help me... No call back number. No Manager is available. Didn't get full refund.... I can't reach anyone LIVE ON CALL GUYS DON'T USE THIS APPLICATION... THEY AREN'T GOOD.,Rated 1 stars out of five stars
5400,Very nice app. It removes the phobia of going to clinic,Rated 5 stars out of five stars
5401,Being practo plus member everytime its showing doctors are busy please wait some time what is the use of purchasing membership paying direct is good than membership,Rated 1 stars out of five stars
5402,best medical app for the patient's and for general consultation,Rated 5 stars out of five stars
5403,"Worst app ever made... This is a scam app.. No discounts, Nothing... Waste of data and time..!!",Rated 1 stars out of five stars
5404,Nonsense App don't download it... They are wasting your time.. Taking money before consulting and saying Dr is not available now.. Will refund the Amount.. Why you are charging before finding a Dr for patients.. Such a nonsense app don't waste your time. 😠,Rated 1 stars out of five stars
5405,practo is easy to connect with doctors and prescription is on time.,Rated 5 stars out of five stars
5406,"Telephone booking is better than online booking and no privacy information toward the patient details(medical information, doctors information).",Rated 1 stars out of five stars
5407,Its a very helpfull app doctors are so responsive all the time.,Rated 5 stars out of five stars
5408,Useful app.. We can check all authorized doctor and book appointment..,Rated 5 stars out of five stars
5409,"I have applied once for online consulstation but they have deducted money,no consultation and never refunded money.Worst app",Rated 1 stars out of five stars
5410,Hello everyone myself Ratan Prasad from odisha I ordered medicine through this aap 4th oct 2022 and today it's 13th oct 2022 and now their team has refunded my money becuz they can't provide service in my area So I kindly request everyone who in need of urgency plzz don't trust this aap or else you will have to suffer .... Just like me plzz plzz everyone unistall this aap and lastly 1 star to the physician becuz he was good. Team PRACTO shame on you !! You must shut down.. Inefficient team.,Rated 1 stars out of five stars
5411,No feature in the app to contact u ppl. If something goes wrong,Rated 1 stars out of five stars
5412,I received positive response from the Doctor & advised me medicines to take. I hope a positive result. Thanks to doctor.,Rated 5 stars out of five stars
5413,irritating to deal with practo. orDered medicine and its shows 4 days to deliver in city like mumbai. practo staff was not able to see the date in prescription and cancelled the order. funny,Rated 1 stars out of five stars
5414,Best for extreme location for quick treatment & advice.,Rated 5 stars out of five stars
5415,People may want to hear more than one doctors opinion in short period of time. But unnecessarily question is put under moderation for hours.,Rated 1 stars out of five stars
5416,Useful app with easy accessible of medical facilities,Rated 4 stars out of five stars
5417,very useful and good support team. 👍,Rated 5 stars out of five stars
5418,This app is just loss of your money and time.. I consulted with a dermatologist of this app his name is Sidhart Tiwari. He is just fake. He knows nothing. I prefer every one not to waste your money and time. Try different application.,Rated 1 stars out of five stars
5419,"Pathetic experience, test done before 50 hours and reports not yet showing support from chat representative and even the phebleo is not responding. Unable to connect them. Bloody spam organization with no revert or update. Have taken this ahead on mail with the CEO : Shashank ND and have also shared him the snapshot of every single conversation. Worst service and company to get your medical done. BE AWARE THEY MIGHT TAKE YOUR LIFE TO AOME SERIOUS WAY AND THEN BE NO RESPONSIBLE FOR ANYTHING.",Rated 1 stars out of five stars
